listing_id,property_id,list_date,status,list_price,listing_agent,description
L607,P883,2023-11-12,Leased,60075526,Sara Levine,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L608,P685,2023-03-23,Pending,91010431,Nathan Oneill,"Modern design with bonus room, pool with sundeck, breakfast nook."
L609,P257,2023-09-14,Active,77870584,Denise Nichols,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L610,P511,2023-08-06,Pending,32049816,Thomas Huynh,Enjoy the bonus room and stainless steel appliances in this lovely property.
L611,P825,2023-08-15,Pending,26046032,Cindy Ochoa,Spacious layout with stone countertops and built-in shelving.
L612,P691,2023-03-25,Active,97633445,Scott Garcia,Enjoy the bonus room and stainless steel appliances in this lovely property.
L613,P308,2023-09-25,Sold,74771892,Natasha Mercado,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L614,P403,2023-12-14,Pending,20416338,Nathan Oliver,Stunning security system and hardwood floors throughout highlight this home's appeal.
L615,P514,2024-01-11,Leased,1412963,Kenneth West,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L616,P917,2022-07-27,Pending,87436951,Kyle Powell,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L617,P236,2022-09-27,Sold,23429791,Juan Powell,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L618,P571,2023-09-27,Active,83320285,Amanda Cox,Relax in the exercise room or entertain in the granite countertops of this home.
L619,P415,2024-01-02,Pending,81432016,Keith Chambers,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L620,P662,2023-10-07,Pending,54040682,Michelle Johnston,Stunning security system and hardwood floors throughout highlight this home's appeal.
L621,P632,2023-10-26,Leased,58035482,Patricia Powell,Enjoy the bonus room and stainless steel appliances in this lovely property.
L622,P764,2023-01-04,Leased,43731674,Gregory Sullivan,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L623,P203,2022-12-17,Active,84124802,David Lopez,Stunning security system and hardwood floors throughout highlight this home's appeal.
L624,P338,2023-01-15,Pending,5746593,Dominique Walsh,Spacious layout with stone countertops and built-in shelving.
L625,P826,2022-02-27,Sold,23702454,Robert Brennan,Stunning security system and hardwood floors throughout highlight this home's appeal.
L626,P963,2022-09-10,Leased,51484239,Anita Campbell,Relax in the exercise room or entertain in the granite countertops of this home.
L627,P102,2023-12-25,Leased,33339049,Heather Moore,Spacious layout with stone countertops and built-in shelving.
L628,P081,2023-02-15,Leased,59810000,James Cooper,Enjoy the bonus room and stainless steel appliances in this lovely property.
L629,P386,2024-01-25,Active,56803693,Brandon Hardy,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L630,P138,2022-03-04,Active,19920666,Ronald Griffin,Enjoy the bonus room and stainless steel appliances in this lovely property.
L631,P976,2024-01-08,Pending,61573178,Nicholas Johnson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L632,P394,2023-07-05,Leased,6308594,Mackenzie Briggs,"Charming property offering fireplace, pantry."
L633,P926,2023-02-24,Pending,67212511,James Reed,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L634,P869,2022-07-11,Pending,65226308,Mary Shields,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L635,P413,2023-09-19,Pending,11334163,Ryan Wood,Relax in the exercise room or entertain in the granite countertops of this home.
L636,P758,2022-03-29,Sold,53543550,Katrina Walton,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L637,P261,2022-04-18,Active,4374060,Susan Jennings,Spacious layout with stone countertops and built-in shelving.
L638,P669,2023-02-21,Active,90048128,Joan Guzman,Stunning security system and hardwood floors throughout highlight this home's appeal.
L639,P890,2022-07-25,Leased,46772438,Paul King,"Charming property offering fireplace, pantry."
L640,P445,2022-09-29,Pending,98789265,Dawn Medina,Enjoy the bonus room and stainless steel appliances in this lovely property.
L641,P355,2022-02-15,Active,64024099,Luis Bray,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L642,P434,2023-11-25,Active,3769339,Christopher Potts,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L643,P651,2023-03-01,Sold,28598140,Jeffery Frazier,Spacious layout with stone countertops and built-in shelving.
L644,P716,2023-07-04,Sold,17912820,Joshua Fisher,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L645,P025,2022-10-13,Pending,1408438,Stacey Durham,"Modern design with bonus room, pool with sundeck, breakfast nook."
L646,P939,2023-10-09,Active,81490195,Joel Norman,"Modern design with bonus room, pool with sundeck, breakfast nook."
L647,P969,2022-03-27,Pending,59516859,Christopher Ayers,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L648,P137,2023-12-24,Sold,2508444,Alyssa Oconnor PhD,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L649,P210,2023-01-26,Leased,91059163,Elizabeth Wright,Relax in the exercise room or entertain in the granite countertops of this home.
L650,P372,2024-01-06,Pending,51899445,Marc Norris,Relax in the exercise room or entertain in the granite countertops of this home.
L651,P429,2022-09-12,Leased,20329721,Jamie Morris,Spacious layout with stone countertops and built-in shelving.
L652,P526,2023-11-19,Pending,64632166,Matthew King,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L653,P765,2023-01-19,Sold,65259624,Christine Guerra,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L654,P875,2024-01-14,Active,87167901,Karina Ramsey,"Charming property offering fireplace, pantry."
L655,P870,2023-02-15,Pending,99087477,Alicia Gallagher,"Modern design with bonus room, pool with sundeck, breakfast nook."
L656,P297,2023-08-02,Active,8485689,Keith Turner,Enjoy the bonus room and stainless steel appliances in this lovely property.
L657,P532,2023-04-24,Active,63332119,Daniel Moore,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L658,P548,2023-06-20,Active,51277190,James Sherman,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L659,P184,2023-05-05,Sold,39192197,Timothy Watson,Stunning security system and hardwood floors throughout highlight this home's appeal.
L660,P430,2022-04-19,Leased,47952114,Kayla Hall,Relax in the exercise room or entertain in the granite countertops of this home.
L661,P993,2022-02-24,Active,14145935,Brett Booth,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L662,P119,2022-12-09,Leased,75364939,Jessica Ewing,Spacious layout with stone countertops and built-in shelving.
L663,P330,2023-05-29,Pending,13704982,Lauren Wall,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L664,P640,2022-07-29,Leased,73255828,Timothy Martin,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L665,P217,2022-05-10,Pending,87038754,Juan Williams,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L666,P447,2023-12-31,Pending,74184573,Carol Edwards,"Charming property offering fireplace, pantry."
L667,P015,2023-05-07,Active,84041903,Madison Phillips,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L668,P863,2023-06-04,Active,99287363,Ian Rosales,Enjoy the bonus room and stainless steel appliances in this lovely property.
L669,P233,2023-09-07,Leased,8315664,Heather Turner,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L670,P616,2023-01-16,Pending,37228737,Matthew Fitzpatrick,Stunning security system and hardwood floors throughout highlight this home's appeal.
L671,P368,2022-09-04,Active,92764191,Tiffany Little,Enjoy the bonus room and stainless steel appliances in this lovely property.
L672,P640,2023-08-28,Leased,57984666,Jessica Miranda,Stunning security system and hardwood floors throughout highlight this home's appeal.
L673,P812,2022-09-07,Sold,58662568,Heidi Steele,"Charming property offering fireplace, pantry."
L674,P228,2022-07-25,Leased,84659005,Madeline Miller,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L675,P991,2023-06-20,Pending,99776797,Adam Walker,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L676,P587,2022-02-12,Leased,34880804,Linda Hart,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
